State,year,Annual Average Pay,County,dispensaries_cnt,Unemployment Rate,Latitude,Longitude,deaths,Population,multiple_cod,opioid_related
CT,2012,61214,Hartford County,2,8.7,41.806053,-72.732916,24,897259,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
CT,2012,49036,Middlesex County,1,7,41.433003,-72.52278,10,165602,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
CT,2012,51334,New Haven County,,9.1,41.349717,-72.900204,24,862813,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
IL,2012,41372,Winnebago County,1,10.5,42.337396,-89.161205,24,292069,Heroin,TRUE
CT,2012,49209,New London County,,8.6,41.472651,-72.108633,13,274170,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
DE,2012,58730,New Castle County,3,7,39.575915,-75.644132,25,546076,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
IL,2012,41287,McHenry County,,9,42.324298,-88.452245,11,308145,Heroin,TRUE
FL,2012,44153,Brevard County,1,9.4,28.298304,-80.700331,19,547307,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
FL,2012,45051,Broward County,3,8,26.193535,-80.476683,57,1815137,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
FL,2012,47027,Duval County,1,8.7,30.335245,-81.648113,26,879602,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
FL,2012,47011,Miami-Dade County,1,8.3,25.61058,-80.499137,10,2591035,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
FL,2012,43960,Pinellas County,4,8,27.903122,-82.739518,10,921319,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
GA,2012,47552,Clayton County,,12,33.542686,-84.355573,12,265888,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
GA,2012,65698,Fulton County,,9.1,33.790034,-84.468182,23,977773,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
CA,2012,41227,San Bernardino County,9,11.4,34.85722,-116.181197,19,2081313,Heroin,TRUE
GA,2012,47921,Gwinnett County,,7.8,33.959148,-84.023085,10,842046,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
IL,2012,57987,Cook County,6,9.6,41.894294,-87.645455,10,5231351,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
CA,2012,50258,Ventura County,3,9.1,34.358741,-119.133143,39,835981,Heroin,TRUE
IL,2012,57700,DuPage County,1,7.5,41.852058,-88.086038,23,927987,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
LA,2012,44835,Jefferson Parish,,6.7,29.5033,-90.036231,14,433676,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
ME,2012,43721,Cumberland County,3,5.9,43.808348,-70.330375,10,283921,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MI,2012,49572,Macomb County,4,9.8,42.671467,-82.910869,17,847383,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MI,2012,43888,Monroe County,,7.7,41.916097,-83.487106,23,151048,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MI,2012,53454,Wayne County,2,11.7,42.284664,-83.261953,164,1792365,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MO,2012,36775,Greene County,,5.9,37.258196,-93.340641,16,280626,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MO,2012,49775,Jackson County,,7.8,39.005441,-94.343326,28,677377,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MO,2012,38941,St. Charles County,,5.6,38.781102,-90.674915,12,368666,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
MO,2012,52404,St. Louis County,,6.5,38.640702,-90.445954,28,1000438,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NV,2012,43096,Clark County,15,11.3,36.214257,-115.013812,31,2000759,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NJ,2012,51472,Burlington County,1,8.7,39.875786,-74.663006,12,451336,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NJ,2012,48820,Camden County,,10.7,39.802352,-74.961251,94,513539,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NJ,2012,42558,Gloucester County,,10.1,39.722875,-75.145679,56,289586,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NJ,2012,49341,Monmouth County,,8.7,40.287048,-74.152446,24,629384,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NY,2012,42654,Erie County,1,8.3,42.752759,-78.778192,24,919086,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NY,2012,45707,Monroe County,1,7.9,43.464475,-77.664656,15,747813,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NY,2012,45272,Onondaga County,,7.9,43.006516,-76.196134,12,466852,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
NY,2012,53288,Suffolk County,,7.8,40.943554,-72.692218,24,1499273,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
OH,2012,49278,Franklin County,1,6.4,39.969575,-83.006865,214,1195537,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
OH,2012,44282,Summit County,1,7.5,41.121851,-81.534936,11,540811,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
PA,2012,52999,Allegheny County,1,7,40.469757,-79.980451,65,1229338,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
PA,2012,52859,Delaware County,1,7.7,39.91667,-75.398786,12,561098,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
PA,2012,58252,Philadelphia County,1,,40.009376,-75.133346,58,1547607,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
SC,2012,42317,Greenville County,,7.4,34.892645,-82.372077,23,467605,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
IN,2012,45014,Lake County,,9.1,41.472247,-87.374337,16,493618,Heroin,TRUE
TN,2012,52020,Davidson County,,6.2,36.169129,-86.78479,15,648295,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
TN,2012,50689,Shelby County,,8.6,35.183794,-89.895397,15,940764,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
TX,2012,59549,Dallas County,,7.1,32.766987,-96.778424,21,2453843,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
UT,2012,46442,Salt Lake County,,5.3,40.667883,-111.92424,23,1063842,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
WA,2012,41073,Spokane County,,9.1,47.620375,-117.403371,39,475735,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",FALSE
AL,2012,49542,Jefferson County,,7.4,33.553444,-86.896536,27,660009,Heroin,TRUE
AK,2012,52969,Anchorage Borough,,,61.17425,-149.284329,11,298610,Heroin,TRUE
AZ,2012,48112,Maricopa County,32,7.3,33.346541,-112.495534,63,3942169,Heroin,TRUE
CO,2012,49473,Jefferson County,2,7.4,39.579511,-105.245462,12,545358,Heroin,TRUE
CT,2012,83318,Fairfield County,3,7.8,41.227413,-73.367061,20,933835,Heroin,TRUE
CT,2012,61214,Hartford County,2,8.7,41.806053,-72.732916,23,897259,Heroin,TRUE
CT,2012,51334,New Haven County,,9.1,41.349717,-72.900204,16,862813,Heroin,TRUE
CT,2012,49209,New London County,,8.6,41.472651,-72.108633,14,274170,Heroin,TRUE
DE,2012,58730,New Castle County,3,7,39.575915,-75.644132,11,546076,Heroin,TRUE
IN,2012,50063,Marion County,,9.2,39.782976,-86.135794,26,918977,Heroin,TRUE
IN,2012,40616,Porter County,,7.6,41.509916,-87.071313,10,165682,Heroin,TRUE
KY,2012,43177,Boone County,,6.8,38.974595,-84.731431,14,123316,Heroin,TRUE
KY,2012,37185,Campbell County,,6.9,38.946981,-84.379583,29,90908,Heroin,TRUE
KY,2012,43233,Fayette County,,5.8,38.040676,-84.458274,11,305489,Heroin,TRUE
KY,2012,47669,Jefferson County,,7.9,38.189532,-85.657624,35,750828,Heroin,TRUE
KY,2012,46425,Kenton County,,7.4,38.930503,-84.533438,21,161711,Heroin,TRUE
LA,2012,44835,Jefferson Parish,,6.7,29.5033,-90.036231,23,433676,Heroin,TRUE
LA,2012,41301,St. Tammany Parish,,5.9,30.410022,-89.951962,12,239453,Heroin,TRUE
MD,2012,52440,Anne Arundel County,2,6,38.993579,-76.56048,23,550488,Heroin,TRUE
MD,2012,49927,Baltimore County,1,7.4,39.443167,-76.616569,33,817455,Heroin,TRUE
MD,2012,47842,Harford County,,6.9,39.537429,-76.299789,11,248622,Heroin,TRUE
MD,2012,66983,Montgomery County,7,5.2,39.137381,-77.203063,15,1004709,Heroin,TRUE
MD,2012,51585,Prince George's County,,7.3,38.82588,-76.847272,14,881138,Heroin,TRUE
MD,2012,,Baltimore city,2,10.2,39.300032,-76.610476,37,621342,Heroin,TRUE
MA,2012,44032,Bristol County,3,8.6,41.746863,-71.090509,24,551082,Heroin,TRUE
MA,2012,51453,Essex County,3,7,42.642711,-70.865107,32,755618,Heroin,TRUE
MA,2012,44387,Hampden County,2,8.9,42.136198,-72.635648,28,465923,Heroin,TRUE
MA,2012,72180,Middlesex County,5,5.4,42.481711,-71.394917,36,1537215,Heroin,TRUE
MA,2012,57697,Norfolk County,4,5.8,42.17175,-71.181115,19,681845,Heroin,TRUE
MA,2012,45357,Plymouth County,2,7.1,41.987196,-70.741942,16,499759,Heroin,TRUE
MA,2012,80697,Suffolk County,1,6.2,42.33196,-71.020173,45,744426,Heroin,TRUE
MA,2012,48414,Worcester County,2,7.2,42.311693,-71.940282,32,806163,Heroin,TRUE
MI,2012,40343,Genesee County,,10,43.021077,-83.706372,16,418408,Heroin,TRUE
MI,2012,45874,Ingham County,,7.8,42.603534,-84.373811,11,281723,Heroin,TRUE
MI,2012,43236,Kent County,2,6.8,43.032497,-85.547446,14,614462,Heroin,TRUE
MI,2012,39754,Livingston County,,7.9,42.602532,-83.911718,13,182838,Heroin,TRUE
MI,2012,49572,Macomb County,4,9.8,42.671467,-82.910869,66,847383,Heroin,TRUE
MI,2012,43888,Monroe County,,7.7,41.916097,-83.487106,13,151048,Heroin,TRUE
MI,2012,53454,Wayne County,2,11.7,42.284664,-83.261953,70,1792365,Heroin,TRUE
MO,2012,32692,Jefferson County,,7.2,38.257599,-90.543542,22,220209,Heroin,TRUE
MO,2012,38941,St. Charles County,,5.6,38.781102,-90.674915,22,368666,Heroin,TRUE
MO,2012,52404,St. Louis County,,6.5,38.640702,-90.445954,78,1000438,Heroin,TRUE
MO,2012,,St. Louis city,,8.5,38.635699,-90.244582,50,318172,Heroin,TRUE
NV,2012,43096,Clark County,15,11.3,36.214257,-115.013812,37,2000759,Heroin,TRUE
